23S-methyl	UNCG	10.3
23S-methyl	HuR_binding	13.1
23S-methyl	RBS_E_coli	14.0
23S-methyl	HuR_binding	13.4
23S-methyl	GNRA	9.0
23S-methyl	Terminator2	10.8
23S-methyl	Terminator2	12.2
5_8S_rRNA	k-turn-1	9.2
5_8S_rRNA	UNCG	8.7
5_8S_rRNA	GNRA	7.2
5S_rRNA	T-loop	10.4
5S_rRNA	VTS1_binding	14.5
5S_rRNA	k-turn-1	9.0
5S_rRNA	k-turn-1	11.9
5S_rRNA	GNRA	7.4
5S_rRNA	GNRA	12.8
5S_rRNA	k-turn-1	10.0
5S_rRNA	GNRA	8.2
5S_rRNA	UMAC	14.6
5S_rRNA	k-turn-1	9.3
6C	UNCG	8.8
6C	T-loop	9.4
6C	UMAC	13.4
6C	GNRA	7.3
6C	GNRA	7.3
6C	GNRA	7.7
6C	k-turn-1	10.6
6C	GNRA	8.2
6C	k-turn-1	10.0
6C	UNCG	9.2
6C	GNRA	7.3
6C	Domain-V	10.3
6S-Flavo	T-loop	9.3
6S-Flavo	GNRA	10.0
6S	UNCG	9.1
6S	VTS1_binding	12.2
6S	GNRA	9.9
6S	GNRA	9.6
6S	GNRA	10.4
6S	GNRA	7.0
6S	T-loop	9.8
6S	GNRA	7.7
6S	VTS1_binding	13.8
6S	GNRA	8.5
6S	GNRA	8.1
6S	GNRA	7.9
6S	CRC_binding	12.2
6S	T-loop	9.5
6S	GNRA	8.3
7SK	U-turn	10.0
7SK	Domain-V	10.4
7SK	GNRA	8.0
7SK	GNRA	8.4
7SK	k-turn-1	9.2
7SK	T-loop	9.5
7SK	k-turn-1	9.1
7SK	UNCG	8.6
7SK	GNRA	7.5
7SK	UNCG	8.7
7SK	GNRA	8.1
7SK	GNRA	8.3
7SK	T-loop	10.5
7SK	U-turn	10.5
7SK	GNRA	7.5
7SK	vapC_target	13.2
7SK	U-turn	12.2
7SK	k-turn-1	11.3
7SK	T-loop	10.3
7SK	CsrA_binding	12.8
7SK	UNCG	9.9
7SK	GNRA	8.5
7SK	UNCG	8.7
7SK	k-turn-1	9.2
7SK	UNCG	9.9
7SK	T-loop	11.2
7SK	U-turn	11.4
7SK	GNRA	7.5
ACA59	T-loop	10.6
ACA59	Terminator2	10.9
ACA59	k-turn-1	10.0
ACA59	GNRA	10.2
ACA59	UNCG	10.0
ACA59	k-turn-1	9.2
ACA64	T-loop	11.0
ACA64	k-turn-1	9.4
ACA64	Domain-V	10.2
ACA64	UNCG	8.9
ACA64	GNRA	7.7
ACA64	UNCG	9.8
ACA64	GNRA	12.7
ACA64	GNRA	11.8
ACA64	GNRA	12.5
ACA64	k-turn-1	9.8
ACA64	UNCG	8.5
ACA64	U-turn	10.9
ACA64	U-turn	11.2
ACA64	GNRA	9.1
ACA64	T-loop	9.6
ACAT	GNRA	8.3
ACAT	UNCG	8.9
ACAT	GNRA	7.9
ACAT	Domain-V	13.4
ACAT	GNRA	13.4
ACAT	k-turn-1	11.2
ACAT	k-turn-1	11.1
ACAT	k-turn-1	9.4
ACAT	GNRA	7.1
ACAT	GNRA	7.8
ACAT	GNRA	7.1
ACAT	GNRA	8.5
ACAT	GNRA	7.5
ACAT	GNRA	8.4
ACAT	GNRA	11.0
ACAT	GNRA	9.7
ACAT	Domain-V	12.0
ACAT	GNRA	12.3
ACAT	GNRA	11.1
ACAT	GNRA	8.9
ACAT	pK-turn	14.5
ACAT	UNCG	8.4
ACAT	GNRA	11.7
ACAT	GNRA	8.2
ACAT	k-turn-1	10.7
ACAT	T-loop	10.4
ACEA_U3	RBS_E_coli	17.3
ACEA_U3	HuR_binding	12.0
ACEA_U3	UNCG	8.6
ACEA_U3	GNRA	8.8
ACEA_U3	Terminator2	10.3
ACEA_U3	Terminator1	12.8
ACEA_U3	Terminator2	11.1
ACEA_U3	UNCG	8.3
ACEA_U3	T-loop	10.3
ACEA_U3	GNRA	8.6
ACEA_U3	Terminator2	10.5
ACEA_U3	U-turn	11.0
ACEA_U3	UNCG	8.7
ACEA_U3	VTS1_binding	12.6
ACEA_U3	HuR_binding	13.6
ACEA_U3	UNCG	9.6
Acido-1	GNRA	9.2
Acido-1	GNRA	7.4
Acido-1	GNRA	8.9
Acido-1	Domain-V	10.4
Acido-1	GNRA	10.8
Actino-pnp	k-turn-1	9.4
Actino-pnp	GNRA	7.6
Actino-pnp	GNRA	9.0
adapt33_1	UNCG	8.7
adapt33_1	AUF1_binding	16.1
adapt33_3	GNRA	7.2
adapt33_3	GNRA	8.1
adapt33_3	GNRA	10.2
adapt33_3	k-turn-1	9.2
adapt33_4	GNRA	7.2
adapt33_4	UNCG	14.4
adapt33_4	UNCG	8.2
adapt33_4	T-loop	10.7
adapt33_4	GNRA	7.3
AdoCbl_riboswitch	k-turn-1	9.2
AdoCbl_riboswitch	GNRA	7.5
AdoCbl_riboswitch	k-turn-1	9.3
AdoCbl_riboswitch	GNRA	7.7
AdoCbl-variant	UNCG	9.4
AdoCbl-variant	UNCG	11.3
AdoCbl-variant	T-loop	9.5
AdoCbl-variant	UNCG	9.2
AdoCbl-variant	GNRA	8.3
Afu_182	T-loop	9.2
Afu_182	Domain-V	11.9
Afu_182	Domain-V	11.2
Afu_182	GNRA	8.8
Afu_182	GNRA	8.1
Afu_182	UNCG	9.9
Afu_182	Terminator1	10.2
Afu_182	U-turn	11.2
Afu_190	T-loop	10.3
Afu_191	Terminator1	10.2
Afu_191	CRC_binding	12.3
Afu_198	CsrA_binding	11.0
Afu_198	Domain-V	10.8
Afu_198	UNCG	8.5
Afu_198	GNRA	7.2
Afu_198	GNRA	8.2
Afu_198	UNCG	8.0
Afu_198	CRC_binding	13.3
Afu_199	T-loop	9.3
Afu_203	U-turn	10.2
Afu_264	HuR_binding	12.1
Afu_264	Terminator2	14.1
Afu_264	GNRA	9.9
Afu_294	Terminator2	15.6
Afu_294	UNCG	8.5
Afu_298	T-loop	11.2
Afu_300	HuR_binding	14.0
Afu_300	UNCG	8.9
Afu_304	UNCG	9.0
Afu_304	VTS1_binding	12.2
Afu_304	UNCG	9.2
Afu_309	GNRA	7.1
Afu_309	k-turn-1	10.3
Afu_309	k-turn-1	12.2
Afu_309	GNRA	9.3
Afu_309	U-turn	12.2
Afu_309	GNRA	7.7
Afu_309	GNRA	7.5
Afu_309	k-turn-1	9.5
Afu_309	T-loop	10.0
Afu_309	CsrA_binding	11.0
Afu_309	UNCG	8.2
Afu_309	UMAC	12.2
Afu_335	UNCG	9.1
Afu_335	UNCG	9.8
Afu_335	Terminator2	11.9
Afu_513	UNCG	13.2
Afu_513	GNRA	7.7
Afu_513	T-loop	9.3
Afu_514	Terminator2	10.5
Afu_514	k-turn-1	9.4
Afu_514	UNCG	10.6
Afu_514	UNCG	9.6
AHBV_epsilon	HuR_binding	13.9
Alfamo_CPB	CRC_binding	18.3
Alfamo_CPB	Terminator2	11.8
Alfamo_CPB	U-turn	10.5
Alfamo_CPB	VTS1_binding	15.3
Alfamo_CPB	CRC_binding	14.8
Alfamo_CPB	UNCG	11.4
Alfamo_CPB	U-turn	10.7
Alfamo_CPB	T-loop	9.7
Alfamo_CPB	GNRA	7.4
ALIL	T-loop	9.8
ALIL	RBS_E_coli	15.9
